	Source	area	short names	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
42	FAOSTAT_3	DMA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433.0	741.0	993.0	1039.0	671.0	1380.0	223.0	349.0	313.0	901.0	508.95	735.68	482.45	912.96	532.13	248.29
43	FAOSTAT_3	DNK	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222043.0	309083.0	328516.0	319757.0	325250.0	328402.0	354718.0	250194.0	275297.0	282009.0	259000.0	280781.0	300512.0	321895.0	326253.0	314897.0
44	FAOSTAT_3	DOM	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65907.0	42839.0	48522.0	47757.0	65983.0	77701.0	64319.0	64448.0	85605.0	75325.0	59571.0	63826.0	75786.62	92077.16	73122.12	112830.95
45	FAOSTAT_3	DZA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72765.0	45031.0	188038.0	55806.0	99072.0	111748.0	64231.0	107000.0	118500.0	118300.0	160100.0	168300.0	190500.0	175600.0	155700.0	155700.0
46	FAOSTAT_3	ECU	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227966.0	203712.0	277785.0	195475.0	256205.0	237932.0	264652.0	224622.0	299057.0	318228.0	292420.11	281988.16	333695.96	277012.83	307664.14	348830.47
47	FAOSTAT_3	EGY	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1269916.0	1824243.0	1653266.0	1724600.0	1281981.0	1337863.0	1840399.0	1450148.0	1732380.0	1692850.0	1621214.24	1765585.0	1805795.0	1776135.5	1742832.5	1720637.5
48	FAOSTAT_3	ERI	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3505.0	972.0	3.0	1436.0	11.0	2338.0	0.0	1920.0	288.0	567.0	678.69	820.37	1006.1	1603.15	1923.24	1774.36
49	FAOSTAT_3	ESP	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2122908.0	2281502.0	2154369.0	1835448.0	1810431.0	1985092.0	1330529.0	1211296.0	1637100.0	1524000.0	1540841.0	1749149.0	1858350.0	1860169.0	1776136.0	1905402.0
50	FAOSTAT_3	EST	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27007.0	39049.0	43782.0	36071.0	42298.0	45470.0	59997.0	41398.0	44111.0	45228.0	50304.0	52543.0	55813.0	55804.0	55188.0	59708.0
51	FAOSTAT_3	ETH	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167624.0	62315.0	127464.0	139803.0	149111.0	225168.0	234026.0	246354.0	318203.0	316308.0	469378.11	282487.41	395507.3	174984.86	218223.29	320034.76
52	FAOSTAT_3	FIN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304000.0	284868.0	299327.0	314390.0	267677.0	276382.0	277660.0	210182.0	281135.0	193962.0	193962.0	194280.61	206893.56	200022.94	193521.79	200745.36
53	FAOSTAT_3	FJI	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12152.0	3273.0	7699.0	6660.0	4271.0	4046.0	6950.0	3655.0	2698.0	5855.0	4773.16	5598.38	5842.38	8801.38	7595.47	8616.66
54	FAOSTAT_3	FRA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3881600.0	4099800.0	3896000.0	3537000.0	3491426.0	3828000.0	2785000.0	2201030.0	2754950.0	2582160.0	2939447.0	3101304.0	3087784.0	3148788.0	2994568.0	3147321.0
55	FAOSTAT_3	GAB	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1813.0	1174.0	1660.0	2712.0	2749.0	2944.0	3418.0	3907.0	1027.0	1836.0	3278.66	3295.9	4250.66	9937.79	10344.3	19701.85
56	FAOSTAT_3	GBR	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1788000.0	1778000.0	1672000.0	1563000.0	1549000.0	1541000.0	1285000.0	1451000.0	1497000.0	1447000.0	1460000.0	1545000.0	1516950.0	1492940.0	1523940.0	1483000.0
57	FAOSTAT_3	GEO	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26400.0	11524.0	14223.0	25045.0	21958.0	19140.0	17227.0	19461.0	13966.0	46059.0	53371.48	72520.16	58176.19	56242.91	58766.25	46609.95
58	FAOSTAT_3	GHA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15660.0	28621.0	52802.0	23995.0	84251.0	76368.0	65473.0	87306.0	86395.0	62448.0	163361.0	118718.0	73800.0	110475.42	98120.0	98120.0
59	FAOSTAT_3	GIN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2400.0	1965.0	2627.0	2521.0	2430.0	3398.0	3698.0	1807.0	2705.0	10391.0	8795.5	8891.01	3171.57	2829.76	8554.7	48392.87
60	FAOSTAT_3	GMB	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2821.0	2508.0	3171.0	3172.0	2720.0	1585.0	2715.0	3285.0	4624.0	1162.04	181.78	204.82	245.12	299.69	172.21
61	FAOSTAT_3	GRC	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424876.0	439589.0	463802.0	377485.0	322042.0	248751.0	304286.0	160706.0	314447.0	407574.0	278000.0	294253.0	273691.0	256770.0	268902.0	278751.0
62	FAOSTAT_3	GTM	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142201.0	177660.0	199914.0	198367.0	204882.0	195067.0	121907.0	160175.0	226238.0	252543.0	285068.0	285460.46	278237.34	294870.37	261318.04	310172.28
63	FAOSTAT_3	GUY	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14900.0	10375.0	20175.0	9281.0	13684.0	13715.0	23855.0	8507.0	16514.0	11694.0	18288.2	25857.48	22322.71	23568.34	18733.7	2440.23
64	FAOSTAT_3	HND	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34130.0	58630.0	141715.0	168894.0	198277.0	186895.0	109670.0	63565.0	66019.0	106152.0	109875.99	179915.73	142572.42	134301.28	167412.71	187902.51
65	FAOSTAT_3	HRV	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220496.0	252981.0	264759.0	257106.0	335474.0	349374.0	426243.0	142991.0	268887.0	278884.0	173474.0	140934.0	156197.0	153373.0	104038.0	174469.0
66	FAOSTAT_3	HUN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	437000.0	439000.0	453000.0	392000.0	456000.0	507000.0	443373.0	355256.0	370396.0	410002.0	438009.0	490119.0	487125.0	519995.0	554564.0	610276.0
67	FAOSTAT_3	IDN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2489222.0	2938147.0	3236411.0	3303912.0	3397346.0	3992059.0	4188796.0	4286696.0	4283793.0	4662837.0	5203810.2	5159718.3	5460675.2	5443037.13	5444238.66	5824967.75
68	FAOSTAT_3	IND	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16095991.0	16807212.0	18406670.0	20347381.0	21642119.0	22571108.0	24228437.0	26445526.0	28110244.0	28373686.0	25536100.0	24482500.0	25581400.0	26752600.0	25949900.0	26593400.0
69	FAOSTAT_3	IRL	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	702690.0	630920.0	562050.0	542316.0	497954.0	453173.0	416298.0	519860.0	467528.0	457170.0	549587.0	526343.0	556362.97	577055.28	556580.47	621892.5
70	FAOSTAT_3	IRN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1408887.35	1513354.04	1611800.62	1711115.31	2117363.11	1648513.6	1680402.53	1407057.95	1388930.03	734923.24	786635.66	834352.74	1075279.67	697295.7	698154.45	698154.45
71	FAOSTAT_3	IRQ	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109632.0	216387.0	222020.0	185960.0	227760.0	218217.0	137160.0	168120.0	213403.18	231038.74	97910.34	77346.05	143905.87	251613.61
72	FAOSTAT_3	ISL	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18802.0	15852.0	17792.0	17229.0	21649.0	24271.0	24985.0	15357.0	18290.0	19450.0	21390.0	20459.0	24450.0	17878.0	21965.0	17909.0
73	FAOSTAT_3	ISR	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87900.0	94500.0	99800.0	91000.0	92400.0	105500.0	84100.0	61000.0	60600.0	74400.0	82200.0	84600.0	79400.0	72400.0	82800.0	92300.0
74	FAOSTAT_3	ITA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1418087.0	1414334.0	1447535.0	1336239.0	1305785.0	1364139.0	1075785.0	838499.0	864377.0	902647.0	872000.0	882755.0	851523.0	885372.0	880660.0	877960.0
75	FAOSTAT_3	JAM	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12781.0	15146.0	16485.0	14828.0	8130.0	4527.0	4517.0	6983.0	7515.0	8541.0	10485.0	9977.51	13834.29	4569.81	6869.56	7954.3
76	FAOSTAT_3	JOR	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	310139.0	162157.0	99595.0	145043.0	131760.0	141392.0	50448.0	79288.0	33339.0	215565.0	289012.16	30261.0	21985.0	40322.0	26653.0	24883.0
77	FAOSTAT_3	JPN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1473933.0	1473746.0	1548781.0	1517146.0	1445470.0	1516154.0	1198609.0	1025957.0	1112611.0	1122533.0	1049400.0	1036800.0	1099100.0	1014300.0	1030000.0	1030000.0
78	FAOSTAT_3	KAZ	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23700.0	33740.0	42100.0	40800.0	41400.0	58900.0	30900.0	56400.0	58688.0	87412.0	129657.0	84909.0	116487.0	127150.0	127150.0	127150.0
79	FAOSTAT_3	KEN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139051.0	170316.0	145546.0	180695.0	176052.0	192895.0	176424.0	175214.0	166909.0	252776.0	202916.98	224843.96	248503.27	165583.61	168369.59	131271.22
80	FAOSTAT_3	KGZ	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9483.0	33211.0	28924.0	31623.0	28494.0	28742.0	24277.0	28159.0	28918.0	24457.0	31042.0	35075.0	40980.0	34190.0	40457.0	25596.9
81	FAOSTAT_3	KHM	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21555.0	14274.0	19854.0	29989.0	29610.0	33264.0	28273.0	37354.0	46048.0	61880.0	91536.34	71012.14	105545.86	117124.83	84750.94	84750.94
82	FAOSTAT_3	KNA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	55.0	55.0	55.0	90.0	50.0	82.0	51.0	51.0	52.0	52.0	0.03	115.24	26.38	37.55	26.17
83	FAOSTAT_3	KOR	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	788064.8	803259.07	868523.64	1057568.07	768536.55	816498.14	694457.73	520105.65	511541.81	506021.47	740653.84	545679.8	540358.46	523654.33	531684.4	494117.09
84	FAOSTAT_3	KWT	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	374440.0	7588.41	15833.95	33659.71	21955.41	1283.96	4084.52	3186.08	2735.87	4082.93	104755.73	6005.79	7269.5
85	FAOSTAT_3	LBN	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34242.03	31871.56	34697.01	21985.32	15438.04	23217.73	20099.33	20564.6	25513.04	42548.58	31741.26	27595.03	29128.9	34226.86	89447.0	70808.49
86	FAOSTAT_3	LBY	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65334.9	35477.99	50447.4	52465.53	55061.22	53276.21	51485.73	58605.18	66161.9	31938.45	42827.22	62277.86	39417.33	31378.0	26802.23	34608.83
87	FAOSTAT_3	LCA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	264.0	358.0	252.0	785.53	336.65	721.2	702.97	512.68	393.82
88	FAOSTAT_3	LKA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	285071.0	246225.0	258309.0	280821.0	305881.0	288525.0	374054.0	309514.0	274857.0	334509.0	267611.82	226181.39	339708.97	399291.2	165404.32	154983.06
89	FAOSTAT_3	LTU	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180544.0	224761.0	280866.0	186006.0	191953.0	165324.0	161357.0	90888.0	220260.0	169682.0	242000.0	251121.0	262640.0	266236.0	282534.0	296851.0
90	FAOSTAT_3	LUX	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16583.0	16583.0	20684.0	18789.0	17618.0	16861.0	15532.0	15108.0	15995.0	16810.0	16173.0	15462.0	15074.0	15240.0	16214.0	15647.15
91	FAOSTAT_3	LVA	total_fertilizers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49229.0	47366.0	64706.0	74300.0	75500.0	80457.0	78328.0	75784.0	91081.0	96383.0	107864.0	121593.0	122259.0	128833.0	134200.0	133495.0
