Source,area,short names,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
FAOSTAT_3,MKD,total_pesticides_use,0,970,659,540,573,556,507,529,412.5,296,175,240,210,262,149,327,119,85,98,98,98,98,98,98,98,98,98
FAOSTAT_3,MLI,total_pesticides_use,141.05,91.45,86.04,80.63,75.22,69.81,64.4,59,53.59,48.18,42.77,37.36,31.95,26.54,21.13,17.34,12.31,19.05,8.44,8.09,6.83,3.75,3.75,3.75,3.75,3.75,3.75
FAOSTAT_3,MLT,total_pesticides_use,326.48,326.48,326.48,447.26,210.34,154,258.38,260.8,138.79,181.92,111.77,113.25,114.73,116.21,117.69,119.17,120.65,121.27,121.89,122.51,123.14,123.76,124.38,125,125,125,125
FAOSTAT_3,MMR,total_pesticides_use,114.02,151.2,160.36,190.03,264.76,137.24,145.54,282.88,420.21,557.55,694.89,949.06,858.94,1042.39,1462.73,3872.16,3329.67,1450.35,1114.68,3340.09,4653.25,3050.45,2898.2,5426.05,7690.63,12091.56,17273.56
FAOSTAT_3,MNE,total_pesticides_use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,66,75,71,82,90,76,90,91
FAOSTAT_3,MOZ,total_pesticides_use,102.26,102.26,102.26,102.26,72.19,65.85,60.63,53.43,46.24,39.04,31.85,24.65,267.03,572.99,770.88,891.54,547.31,890.47,914.92,1187.1,766.93,766.93,766.93,766.93,766.93,766.93,766.93
FAOSTAT_3,MRT,total_pesticides_use,39.09,39.09,39.09,39.09,39.09,39.09,39.09,39.09,39.09,39.09,39.09,3.2,3.22,702.5,1.1,1.7,9.8,17.22,4.29,67.59,13.35,26.41,26.41,26.41,26.41,26.41,26.41
FAOSTAT_3,MUS,total_pesticides_use,773.24,657.49,541.73,425.97,485.35,445.06,527.1,560.34,532.78,593.67,673.23,695.15,783.47,739.82,769.65,821.82,703.78,799.91,818.87,841.32,812.18,734.91,782.21,768.42,832.09,841.84,770.53
FAOSTAT_3,MWI,total_pesticides_use,171.8,171.8,171.8,171.8,171.8,171.8,171.8,136.11,125.39,207.94,168.02,128.11,88.19,48.28,295.51,202.35,524.46,624.52,736.25,584.12,553.57,775.83,1500.27,2358.01,2358.01,2358.01,2358.01
FAOSTAT_3,MYS,total_pesticides_use,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,39406.48,46868.35,54821.91,52464.19,60194.83,41562.16,49810.48,61445.6,49199.43,63307.63,67288.38,67288.38
FAOSTAT_3,NAM,total_pesticides_use,39,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
FAOSTAT_3,NER,total_pesticides_use,62,62,62,62,62,22,34,36,26,62,31,29.44,27.88,26.31,24.75,21.12,30.57,12.04,7.32,11.49,10.59,21.37,21.37,21.37,21.37,21.37,21.37
FAOSTAT_3,NIC,total_pesticides_use,575,575,977,799,876,2041.7,3207.4,4373.1,4097.16,3925.63,3603.5,5715.36,5613.57,4581.73,9391.92,6889.26,9850.26,10173.91,9387.95,12242.19,4932.05,4413.82,4413.82,4413.82,4413.82,4413.82,4413.82
FAOSTAT_3,NLD,total_pesticides_use,9338,9030,10505,8646.99,12601.97,8923.96,10568.95,11762.94,11152.92,11382.84,9424.73,9700.44,9550.04,10655.4,10703.85,10461.35,12073.15,10777.08,9857.2,9586.03,10953.91,11348.39,10720.17,9172.2,8045.8,8381.8,8494.74
FAOSTAT_3,NOR,total_pesticides_use,760,767.9,749,848,913.14,698.25,735.43,934.02,802.02,348.24,512.66,799.19,668.51,827.45,518.94,696.34,722.07,800.9,534.56,698.98,823.96,813.93,761.97,861.21,631.03,677.27,671.11
FAOSTAT_3,NPL,total_pesticides_use,60.11,60.11,60.11,60.11,60.11,70.43,80.75,91.07,101.39,111.72,122.04,132.36,142.68,153,127.99,128.73,344.06,353.43,209.52,332.01,342.92,410.32,454.53,549.17,573.97,573.97,573.97
FAOSTAT_3,NZL,total_pesticides_use,3490,3490,3489,3515,3904,3499,3249,3055.16,2535.3,3634.3,3333.2,4170,3891,4050,4058,4388,4939,5857,5086,5086,5086,5086,5086,5086,5086,5086,5086
FAOSTAT_3,OMN,total_pesticides_use,17.51,112.31,88.92,65.53,68.6,71.67,270.42,283.88,157.33,30.78,52.15,73.52,94.88,116.25,137.62,158.98,180.35,201.72,223.08,244.45,292.3,339.04,439.38,409.73,333.42,346.68,346.68
FAOSTAT_3,PAK,total_pesticides_use,5962,5518,4945,6183,7681,11967,16936,18406,20467,27894,11871,10881.83,9892.65,8903.48,7914.31,6925.13,5935.96,4946.79,3957.61,2968.44,1979.27,990.09,0.92,0.92,0.92,0.92,0.92
FAOSTAT_3,PAN,total_pesticides_use,3305.09,3305.09,3305.09,3305.09,3305.09,3305.09,3305.09,1648.08,1309.53,970.97,2786.15,2138.79,2445.72,2587.99,2674.77,2630.67,2237.75,2141.4,2045.04,1948.68,1852.32,1371.35,2477.29,2458.82,2440.36,2421.89,2403.43
FAOSTAT_3,PER,total_pesticides_use,1278.8,1278.8,1278.8,1278.8,1278.8,1543.45,1793.6,1855.76,1752.69,2200.44,2959.55,2851.02,2805.71,3084.91,3533.63,4193.59,2883.17,4937.67,4656.01,6170.44,6030.69,7288.63,7091.56,8161.65,8781.93,9899.3,8991.7
FAOSTAT_3,PNG,total_pesticides_use,121,121,172,176,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
FAOSTAT_3,POL,total_pesticides_use,5422,7363,8825,9330,7136,9824,9839.71,8981.43,8692.14,9017.86,8968.57,10415.29,7184,8726,16039,17101,18721,20611.02,18493.03,19449.02,21779.27,21885.99,22204.46,23556.67,24006.12,24462.5,25075.21
FAOSTAT_3,PRT,total_pesticides_use,9357,6117,8985,9580,11815,12457,12825.5,14389,15411,15470,15503,17574.52,17128.03,17015.55,16402.07,15726.58,16682.39,17080.26,13984.91,13774.18,14024.98,12444.24,10126.8,12892.3,10006.41,9778.5,9292.72
FAOSTAT_3,PRY,total_pesticides_use,3380,3380,5806.8,8233.6,10660.4,13087.2,15514,12196,5064.93,3507.87,10583.8,11753.73,12923.66,14093.58,15263.51,16433.44,17603.37,18773.3,19943.22,21113.15,22283.08,23453.01,24667.05,18070.43,18908.25,18566.67,19661.64
FAOSTAT_3,PSE,total_pesticides_use,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1263.43,1238.78,1237.54,1243.3,1290.78,1265.82,1348.14,1348.14,1348.14,1348.14,1348.14,1348.14,1348.14,1348.14,1348.14,1348.14
FAOSTAT_3,QAT,total_pesticides_use,3,3,3,3,4,6,21.5,37,52.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
FAOSTAT_3,ROU,total_pesticides_use,19898,15134,24252,21811,20113,17425,15349,13979,11280,9427.4,7871.1,7875.7,6928.1,6778.2,7565.7,6733.2,6314,7193.7,6548.7,7249.2,6582.9,6418.7,6947.9,6723.8,6608.04,6463.16,6859.31
FAOSTAT_3,RUS,total_pesticides_use,0,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961,25961
FAOSTAT_3,RWA,total_pesticides_use,107,97,127.4,157.8,188.2,218.6,249,157,152,147,72.09,106.52,140.95,159.9,223.37,289.26,398.74,322.47,1188.41,954.75,182.59,926.6,1841.5,2060.91,2484.21,2027.03,2027.03
FAOSTAT_3,SAU,total_pesticides_use,994,994,994,994,994,994,2516.19,2686.24,2856.29,3026.34,3196.4,3366.45,3536.5,3706.55,3876.61,4046.66,4216.71,4372.61,4528.51,4684.4,4840.3,4996.2,5412.5,5412.5,5412.5,5412.5,5412.5
FAOSTAT_3,SDN,total_pesticides_use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469.47,2469.47,2469.47,2469.47,2469.47,2469.47
FAOSTAT_3,SEN,total_pesticides_use,384,384,357.55,547.3,435.31,411.33,437.23,450.71,470.87,491.03,282.02,328,373.99,419.97,465.95,511.93,557.92,603.9,649.88,695.86,741.85,787.83,722.53,609.79,609.79,609.79,609.79
FAOSTAT_3,SLV,total_pesticides_use,4096,3940.77,3785.54,3630.31,3475.08,3319.85,3164.62,3009.39,2854.16,2698.93,2543.7,2388.47,2233.24,2078.01,1922.78,2265.72,1940.78,3899.48,3333.88,3598.59,3231.13,2595.16,6005.08,5638.23,5638.23,5638.23,5638.23
FAOSTAT_3,SUR,total_pesticides_use,207,197.5,188,178.5,169,142,139,151.33,163.67,176,268.01,360.03,415.86,337.59,376.46,340.36,397.75,391.39,431.83,477.87,936.24,633.92,537.49,622.53,982.84,616.63,651.03
FAOSTAT_3,SVK,total_pesticides_use,0,0,3889.7,4158.5,6146.9,3981.4,3247.2,3582.5,2831.9,1457.49,1549.87,1642.21,1515.43,1573.03,1545.6,1586.97,1595.47,1498.24,1654.12,1880.75,1410.5,1563.78,1620.28,1721.83,1920.96,1520.12,1723.46
FAOSTAT_3,SVN,total_pesticides_use,0,1309,1112,944,987,953,1245,1091,1133,1468,1387,1181.64,1377.08,1572.6,1397.04,1292.68,1165.47,1226.92,1170.18,1140.22,1126.3,1019.01,918.96,1009.92,1046.84,1156.21,1087.3
FAOSTAT_3,SWE,total_pesticides_use,1841,1497,1466,1962,1225,1529,1534,1555,1602,1721,1789,2198,2549,1353,2132,2220,2157,2352,1935,1982,1781,1814,1620,1880,1836.2,1629.7,1524.3
FAOSTAT_3,SYC,total_pesticides_use,9.06,14.15,30.77,32.85,35.69,34.73,24.31,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75
FAOSTAT_3,SYR,total_pesticides_use,858.62,858.62,858.62,858.62,858.62,858.62,858.62,1796.14,2043.3,1306.25,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24,1422.24
FAOSTAT_3,TCD,total_pesticides_use,60,45,5,15,2,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
FAOSTAT_3,TGO,total_pesticides_use,213,192,206,203,198,197,228.07,259.13,290.2,321.27,352.34,383.4,414.47,584.76,203.09,268.78,262.45,229.94,172.19,242.01,145.74,341.43,371.9,812.89,1117.98,1292.85,1292.85
FAOSTAT_3,THA,total_pesticides_use,18849,18849,18849,20448,24062,21901,23960,19212,22761,20334,30629.67,40925.33,51221,88548,43831,41220,66858,65423,67933,68986,87191,69921,8190.5,21800,26295.67,30791.33,35287
FAOSTAT_3,TJK,total_pesticides_use,0,2280,2280,714,54,826,751.31,676.63,601.94,527.25,452.56,377.88,303.19,228.5,235.4,241.9,247.9,253.5,258.1,262.1,264.6,264.6,264.6,264.6,264.6,264.6,264.6
FAOSTAT_3,TKM,total_pesticides_use,0,7663,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712,9712
FAOSTAT_3,TLS,total_pesticides_use,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,2.35,0.91,0.82,1.65,2.47,1.39,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78
FAOSTAT_3,TON,total_pesticides_use,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,15.09,11.61,8.13,23.07
FAOSTAT_3,TTO,total_pesticides_use,386.21,384.63,313.46,298.71,283.95,269.2,254.44,239.69,224.94,210.18,195.43,180.68,165.92,151.17,136.41,121.66,106.91,92.15,77.4,2026.91,170.35,2101.23,856.9,1170.81,1170.81,1170.81,1170.81
FAOSTAT_3,TUN,total_pesticides_use,909,909,909,909,909,909,909,915.34,921.68,928.02,934.36,940.7,947.04,953.38,959.72,966.06,972.4,978.74,985.08,985.08,985.08,985.08,985.08,985.08,985.08,985.08,985.08
FAOSTAT_3,TUR,total_pesticides_use,24343,27110,28042,24219,27350.33,30326.67,34431,30162,33089,33471,25539,27928.49,33095.97,28859.46,40367.95,27464.43,48715.51,37640.2,37651.15,38554.69,39534.43,42610.59,39440,39722.72,39026,50054,54098
FAOSTAT_3,TZA,total_pesticides_use,20,20,20,715,557,7,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOSTAT_3,UGA,total_pesticides_use,72,72,71,59,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
FAOSTAT_3,UKR,total_pesticides_use,0,66772,61843.46,56914.93,51986.39,47057.85,42129.32,37200.78,32272.25,27343.71,22415.17,17486.64,12558.1,15344.4,23021.7,28832.6,36476,54080.5,36444.7,62534.6,79491.7,90814.8,86781.8,78201,78201,78201,78201
FAOSTAT_3,URY,total_pesticides_use,1762.01,2072.03,1634.02,2272.08,2413.02,3444.01,3362.05,4239.03,3925.03,3650.08,4433.04,5184.5,7455.26,9017.73,9232.47,9143.45,14057.2,13335.22,13475.41,14981.18,17517.76,23506.4,19028.6,22962.2,14067.8,13365.8,13365.8
FAOSTAT_3,USA,total_pesticides_use,384646.39,400975.9,391903.86,425922.68,423201.53,433180.36,434540.76,424562.11,433633.96,430005.21,411407.94,416851.04,417758.24,425015.71,388275.15,392810.67,400068.15,379202.92,358337.7,374818.2,391298.7,407779.2,407779.2,407779.2,407779.2,407779.2,407779.2
FAOSTAT_3,VEN,total_pesticides_use,2409,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928,3928
FAOSTAT_3,VNM,total_pesticides_use,20912,20912,20912,20912,24896,32745,33019,20841,16695,16502,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154,19154
FAOSTAT_3,VUT,total_pesticides_use,222,198,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
FAOSTAT_3,WSM,total_pesticides_use,48.07,36,23.53,48.27,44.18,23.66,29.78,12.05,10.02,6.77,12.43,18.08,23.74,29.4,35.06,40.71,46.37,52.03,57.69,63.34,69,74.66,80.32,85.97,91.63,97.29,102.95
FAOSTAT_3,YEM,total_pesticides_use,713.28,713.28,713.28,713.28,713.28,713.28,713.28,1182.1,1237.15,1289.15,1576.17,1863.19,748.13,614.12,786.64,741.65,193.69,79.57,92.36,133.85,109.59,109.59,109.59,109.59,109.59,109.59,109.59
FAOSTAT_3,ZAF,total_pesticides_use,16582,16582,16582,16582,18025,19508,21596,24304,26098.8,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857,26857
FAOSTAT_3,ZMB,total_pesticides_use,1080,1080,1080,1080,716,1670,1616.4,1562.8,1509.2,1455.6,1402,1348.4,1294.8,1241.2,1187.6,1134,1080.4,1026.8,973.2,919.6,866,812.4,758.8,705.2,651.6,598,544.4
FAOSTAT_3,ZWE,total_pesticides_use,6753,3303,1741,1689,2599,2538,2762,2883,2918.18,2953.36,2988.54,3023.72,3058.9,3094.08,3129.27,3164.45,3199.63,3234.81,3269.99,3305.17,3340.35,3375.53,2550.07,2185.07,2185.07,2185.07,2185.07
FAOSTAT_3,WORLD,total_pesticides_use,2262629.47,2322056.76,2385017.11,2541995.25,2689276.39,2794872.5,2918219.84,2975070.97,3088429.5,3063140.39,3030230.74,3065980.97,3161863.33,3343301.03,3415781.55,3460307.62,3746990.77,3792117.56,3706912.96,3961986.76,4052029.23,4093183.59,4045838.37,4105783.12,4061364.5,4088247.57,4113591.25
